Product Description,State,Total Quantity Recalled
"Dole Chopped Kit- Sunflower Crunch  Cabbage, Green Leaf Lettuce, Kale, Sunflower Seeds, Sweet Onion and Citrus Dressing, Bacon Crumbles, Red Cabbage, Green onions, carrots.  UPC: 0 71430 00034 2 Salad and Toppings Net Wt.:9.5 oz. (269 g) Dressing  2.4 fl oz.(72 mL) Total Net Wt. 12.2 oz. (346 g) Contains: Egg, Soy  Dole Fresh Vegetable Company, Inc. Monterey, CA",CA,0.0
Dose Vital VIP Products Vital Honey With Caviar and Tongkat Ali Powder; 12 sachets-15g,NJ,0.0
"Dragon Fruit Mix.   Contains:  Mango, Dragon Fruit, Pineapple, Clementines, Blueberries.   Keep Refrigerated.   Item 89348.  Net Wt. 16 oz.  Kowalski's Markets.",MN,0.0
Driscoll's Raspberries- 6 oz. clamshell container  12 x 6 oz. per crate and 6 x 12 x 6 oz. (2 - 6 oz. attached clamshells) per crate    UPC: 7 15756 10001 9    Product of Mexico,CA,0.0
Drizzilicious Mini Rice Cake bites Net Wt. 4oz and/or .74oz  Bags Salted Caramel UPC:857900005167 and 857900005181 Packaged in a plastic bags Product also packed in the Drizzilicious mini rice cakes 32-ct Variety box,NJ,0.0
"Duke of Earle Spicy Chicken Sub, Seasoned Chicken with Pepper Jack Cheese on Garlic Pepper French Bread.  Net Wt. 7oz (198g), UPC 97256 19400, Keep Refrigerated.  Earle of Sandwiches, Willernie, MN  55090",MN,0.0
"EL Sembrador MIxed vegetables, Poly bags, 12/ 32 oz.",NY,0.0
ELITE GRAPE GUM WITH SUGAR	UPC:815871015998	NET WT. 2.32 (66 g),,0.0
ELITE MILK CHOCOLATE COATED RICE CAKES  UPC:815871011884	NET WT 2.47OZ (70 g),,0.0
ELITE MINI CARAMEL UPC: 815871011464	 NET WT. 6.7OZ (190 g). Passover Bar,,0.0
ELITE PESEK ZMAN WAFER ROLL UPC: 815871011495 NET WT. 1.4 oz (40g),,0.0
"ELITE SHTIX WITH CREAM AND LENTILS	UPC:815871011051 NET WT. 3.45oz (98 g). Shtix, blue label.",,0.0
ELITE WHITE CHOCOLATE BAR	UPC:815871011471 & 815871012799. Net Wt. 3.53 oz (100g). Red packaging.,,0.0
"Earle of Sandwiches Mild Smoked Jalapeno Sub, Smoked Jalapeno Sausage and Peperjack Cheese on Parmasan Crusted French Bread.  Net Wt. 7oz (198g), UPC 97256 75671, Keep Refrigerated.  Earle of Sandwiches, Willernie, MN  55090",MN,0.0
Earth Grown brand Vanilla Non-Dairy Frozen Dessert in pint sized paperboard carton with a paperboard lid.,OH,0.0
Eggland's Best Hard Cooked Eggs,GA,0.0
"El Sembrador Peas and Carrots, poly bags, 12/16 oz",NY,0.0
"Elderberry Whole Organic; Sambucus Nigra;  Origin: Croatia  1 lb. and 4 oz.  Distributed in Mylar bags.    1 lb. UPC: 7 67963 07315 0; Item # 209290-01  4 oz. UPC 7 67963-10561-5; Item # 209290-04    Daily serving size; Pour 8-12 oz. of boiling water (212 degrees F) over 1 tsp of tea. Steep 3-4 minutes.      Starwest Botanicals,Inc.  161 Main Street, Sacramento, CA 95838    Certified Organic",CA,0.0
"Enjoy Life Chewy Bars   Caramel Blondie (Chocolate Chip and Caramel), 5.75 oz (165g) UPC 819597011258 and 819597011333",IN,0.0
EveryPlate Meal Kit Product Codes 81-82-84-90-92-95-98-99 from Production Week 32 (production week start date: 08/04/2021),NY,0.0
"F-Bombs Cookie Dough Truffles: 12 ounce plastic packaging, plastic packaging is packed into 4x4x2 cardboard boxes. UPC 850036018032",OH,0.0
"F-Bombs Original Truffles: 12 ounce plastic packaging, plastic packaging is packed into 4x4x2 cardboard boxes. UPC 850036018001",OH,0.0
"FRESH TO YOU Turkey Swiss & Cranberry Mayo Pita, Net Wt. 9oz (255g), MG Foods Charlotte, NC 28208, UPC MGF9804",NC,0.0
FROZEN PREPARED FOODS    1. FRESH MARKET GLUTEN FREE COMBO PIZZA     	UPC	73709421202		12   OZ             	DI MANUFACTURING        2. FRESH MARKET GLUTEN FREE PEPPERONI PIZZA 	UPC	73709421016		12   OZ             	DI MANUFACTURING        3. FRESH MARKET GF MARGHRITA PIZZA   	UPC	73709421201		12   OZ             	DI MANUFACTURING        4. ALIVE & KICK PIZZA DOUGH BALL INDVIDUAL BAG     	UPC	81267001421		23   OZ             	VISTAR/ VSA             5. ALIVE & KICK PIZZA DOUGH BALL INDVIDUAL BAG     	UPC	81267001421	  	23   OZ             	PERFORMANCE FOOD GRO    6. IMP GARDEN VEG & PORK POTSTICKERS 	UPC	88012445118		2    LB             	JYC ENTERPRISE INC      7. IMPERIAL GARDEN VEG & CHKN POTSTICKERS   		88012445518	8	    2LB             	JYC ENTERPRISE INC      8. ULTIMO PB 12 IN PIZZA CRUST	UPC	80679553175		10   OZ             	VISTAR/ VSA             9. ULTIMO PB 12 IN PIZZA CRUST	UPC 80679553175		10   OZ             	PERFORMANCE FOOD GRO    10. ULTIMO PB 12 IN PIZZA CRUST	UPC	80679553175		10   OZ             	VISTAR/ VSA             11.ULTIMO PB 12 IN PIZZA CRUST	UPC	80679553175		10   OZ             	PERFORMANCE FOOD GRO    12. JUSROL ROUND & THIN PIZZA CRUST 7.8OZ	UPC	6211095547		  7.8OZ             	CERELIA USA BAKERY      13. BAKED GARLIC KNOTS  	UPC 7648980013	1.3  OZ             	EUROPASTRY USA INC      14. BAKED GARLIC KNOTS  	UPC 7648980013	60	1.3  OZ             	EUROPASTRY USA INC      15. WENNER RND SRDOUGH BREAD	UPC	7648907555		19.5 OZ             	EUROPASTRY USA INC      16. WENNER SRD RSMRY ALP LOAF	  UPC	7648907369		19.5 OZ             	EUROPASTRY USA INC      17. WENNER SRD RSMRY ROUND	UPC 7648907027		19.5 OZ             	EUROPASTRY USA INC      18. WENNER FRENCH BAGUETTE BULK 10.5 OZ      	UPC	7648907071		10.5 OZ             	EUROPASTRY USA INC      19. WENNER FRENCH BAGUETTE BULK 10.5 OZ     UPC	7648907071		10.5 OZ             	EUROPASTRY USA INC      20. JUSROL PUFF PASTRY 13.2 OZ	UPC	6211095550		13.2 OZ             	CERELIA USA BAKERY,NH,0.0
"Fancy Buckwheat Flour,  Item #327, 50 lbs. net wt, Packed by Min-Dak Growers Grand Forks, ND - Product of the USA.  Manufactured for Enjoy Life Foods.",ND,0.0
Five Star Bar - Organic Milk Chocolate Bar with Sea Salt & Almonds - 3oz.; UPC: 76993385498,VT,0.0
"Flourless Chocolate Torte, 14 oz., in recyclable plastic circular container with black base and clear lid, Gem City Fine Foods, 3403 S 1400 W, Suite C, West Valley City, UT 84119. There are 4/cs. UPC 855026001186. Store Frozen or Thawed in Fridge.",UT,0.0
"Fresh Creative Cuisine Black Label, Fresh Cut Vegetables & Hummus, Net Wt. 6.4 Oz. Single Serving, Keep refrigerated",MD,361.0
"Fresh Creative Cuisine Black Label, Grilled Chicken & Fontina Cranberry Ciabatta, Net Wt. 8.75 Oz. Single Serving, Keep refrigerated",MD,1035.0
"Fresh Creative Cuisine Black Label, Vanilla Low Fat Yogurt, Mixed Berries & Granola, Net Wt. 9 Oz. Single Serving, Keep refrigerated",MD,417.0
"Fresh Creative Cuisine White Label, Buffalo Style Egg, Turkey Sausage & Pepper Jack Breakfast Flat, Net . Wt. 6.4 Oz. Single Serving, Keep refrigerated",MD,90.0
"Fresh Creative Cuisine White Label, Mango Habanero Bbq Chicken Flatbread, Net . Wt. 9 Oz. Single Serving, Keep refrigerated",MD,90.0
"Fresh Creative Cuisine White Label, Monte Cristo Sandwich, Single Serving, Keep refrigerated",MD,149.0
"Fresh Creative Cuisine White Label, Roast Beef & Cheese Finger Sandwiches, Case of 6, Keep refrigerated",MD,146.0
"Fresh Creative Cuisine White Label, Tuna Salad Wheat Wedge, Net . Wt. 8 Oz. Single Serving, Keep refrigerated",MD,11.0
"Fresh Creative Cuisine, Fresh Cut Mango & Strawberry, Net . Wt. 7 Oz. Single Serving, Keep refrigerated",MD,0.0
"Fresh Creative Cuisine, Smoked Turkey & Swiss Croissant, Net . Wt. 7 Oz. Single Serving, Keep refrigerated",MD,0.0
"Fresh Creative Cuisine, Turkey & Cheddar Hoagie, Net . Wt. 7.3 Oz. Single Serving, Keep refrigerated",MD,0.0
"Fresh Creative Cuisine, Turkey Sausage, Egg & Cheddar Muffin, Net . Wt. 5.5 Oz. Single Serving, Keep refrigerated",MD,0.0
"Fresh Express Chopped Kit Thai 'N' Cashews 11.7 oz, UPC 071279309248, (Canada UPC) 0 71279 30925 5, Green and red cabbage, green leaf lettuce, carrots & green onions",FL,0.0
"Fresh Express Gourmet Cafe Creative Classics Turkey & Bacon Chef 5.75 oz.,UPC 071279407081,  Iceberg & romaine lettuce, carrots & red cabbage",FL,0.0
"Fresh Express Green & Crisp / Verde y Crujiente 11 oz., UPC 071279108049, (Canada UPC) 0 71279 10813 1,  Iceberg & romaine lettuce, carrots & red cabbage",FL,0.0
"Fresh Express Iceberg Garden / Lechuga Repollo 3 lbs., UPC 071279104119, Iceberg lettuce, carrots & red cabbage",FL,0.0
"Fresh Express SHREDS 8 oz., UPC 071279151014, (Canada UPC) 0 71279 15101 4, Shredded iceberg lettuce",FL,0.0
"Fresh Flour Tortillas are packaged in a clear Ziploc style plastic bag.  The weight per package is 1.323 lbs/600 grams.  The label is read in parts:  ""***Fresh Flour Tortillas ***Flour, water, organic palm shortening, salt, baking powder*** ww.localfixe.com***"".",OR,0.0
Fresh From Meijer Chicken BLT Salad 8.2 Oz UPC - 719283679307,MI,6656.0
Fresh From Meijer Chicken Cobb Salad 8.8 Oz UPC - 719283679321,MI,4532.0
Fresh From Meijer Cranberry Spinach Shareable Salad 12 Oz UPC - 708820304321,MI,520.0
Fresh From Meijer Tomato Caprese Salad 6 Oz UPC - 713733246101,MI,2820.0
"Fresh Local , Country Corner Dairy,  YELLOW COLBY CHEESE, INGREDIENTS: Pasteurized Milk, Salt , Rennet, Calcium Chloride,  Cheese Culture, Contains Milk. Product comes in various sizes, 6 oz. up to 42 lbs. and is in vacuum sealed plastic packaging.",VA,0.0
"Fresh Organic Freezer Strawberries Mexico with calyx (caps) removed, net wt. 18 lbs., packaged in a T60-800 Polyethylene Homopolymer picking tray. Product is imported and distributed in fresh condition by Cascade International Foods.",OR,0.0
"Fresh Salmon Fillet Portions (6,7,8,9,10 oz.) packed in 10-50 lb. corrugated cardboard or Styrofoam boxes",CA,0.0
"FreshPoint Bix Produce Company, Cantaloupe. Item # 03143.    3 melons per bag.",MN,0.0
"Freshness Guaranteed Blueberry Streusel/Strawberry Streusel Mini Muffins - 12 oz., 10 per case; UPC: 078742-32200 1",NY,0.0
"Fried Chicken Meal with Mac & Cheese, packaged in clear plastic container with printed label product code begins with 247257; Fried Chicken Meal with Mac & Cheese, packaged on hot bar product code begins with 237444",TX,0.0
Frios Gourmet Pops - Fruity Pebbles Popsicle 3oz frozen popsicle packaged individually in clear plastic sleeve. 48 popsicles per box.   *Sold directly to end consumer via food truck,AL,0.0
"Frozen Ground Tuna, Wild Caught, Production Date:  06/01/2020.  Product of Vietnam, Net Wt: 11 lbs. x 2: 22 lbs. Imported by Khee Trading, Inc., Compton, CA  90221    The ground tuna comes in a 22 lb. master carton that has two 11 lb. inner cartons. Inner cartons have 11 packs of 1 lb. vacuum packed ground tuna.",MN,0.0
G0AGTG	GTG HOT & SPICY WIENER SEASONING X4	24.44	BAG,IL,0.0
G20267	WITTS CHICKEN BBQ SEASONING #T-8	25.00	CASE,IL,0.0
G96378	LOTTA ZING SAUCE MIX    X2	15.00	CASE,IL,0.0
"GE Egg & Bacon Salad With French Dressing PLU# 23665100000. Expiration date 8/4/2020. Ingredients: SALAD [ROMAINE LETTUCE, FRENCH DRESSING (SOYBEAN OIL, SUGAR, WATER, DISTILLED VINEGAR, APPLE CIDER VINEGAR, TOMATO PASTE, HONEY, CONTAINS LESS THAN 2% OF SALT, PAPRIKA, MUSTARD FLOUR, XANTHAN GUM, DRIED ONION, DRIED GARLIC, BEETROOT JUICE CONCENTRATE, NATURAL FLAVOR), EGG, BACON BITS (BACON CURED WITH: WATER, SALT, SODIUM PHOSPHATES, SODIUM ERYTHORBATE, SODIUM NITRITE, MAY CONTAIN: SUGAR, BROWN SUGAR, AND/OR SMOKE FLAVORING), FETA CHEESE ((PASTEURIZED PART-SKIM MILK, CHEESE CULTURE, SALT, ENZYMES), POWDERED CELLULOSE TO PREVENT CAKING), SPRING MIX (GREEN LEAVES [FRISEE, WILD ARUGULA, MACHE], RED LEAVES [RADICCHIO], MAY CONTAIN THE FOLLOWING: GREEN LEAVES [ROMAINE HEARTS, TANGO, MIZUNA, GREEN OAK, GREEN CHARD], RED LEAVES [LOLLA ROSA, RED CHARD, RED ROMAINE HEARTS, RED LEAF, RED OAK]), RED ONION].",PA,0.0
"GPre Protein, Liquid predigested Protein, Dietary Supplement, Nt Wt. 16 oz, plastic bottle packed 12 units of 16 oz in 1 case.",PR,0.0
GRANDE     1.5OZ FRESH BOCCONCINI MOZZ 1/3#         SUPC/ITEM # 19132P,OH,0.0
GRANDE  SOPRAFFINA RICOTTA 1/30#  SUPC/ITEM # 19536,OH,0.0
"GREY GHOST BAKERY scratch-made cookies LEMON SUGAR NET WT 1.4 OZ (40 G), UPC 8 53152 00308 1 , 4 OZ (113 G) UPC 8 53152 00332 6 & 8 OZ (225 G) UPC 8 53152 00307 4 GREY GHOST BAKERY 1750 SIGNAL POINT RD, STE 2A CHARLESTON, SC 29412",SC,0.0
"Gerber GoodStart  SoothePro Infant Formula with Iron.  Milk Based Powder.  Stage 1, 0 - 12 Months.  Nestle Infant Nutrition, Arlington, VA  22209.   Packaged in the following sizes:   1.  Net Wt 12.4 oz. (351 g) (6 cans per case)  UPC 050000-62400 3 2.  Net Wt 30.6 oz. (1.91 lb / 867 g) (4 cans per case)  UPC 0 50000-49498 9 3.  Net Wt 19.4 oz.  (1.21 lb/549 g) (4 cans per case)  UPC 0 50000-48722 6 4.  Product only sold in Canada:  942g (4 cans per case)  UPC 0 55000-38369 1.",VA,0.0
"German Home Bakery Poppy Coffee Cake, 16 oz, clear poly bag",CA,0.0
"Giant Eagle Life s Getting Fresher Fresh Romaine Garden Salad Blend 12 oz., UPC 030034923167,Romaine lettuce, carrots & red cabbage",FL,0.0
Gift Baskets  1. Lake Champlain Chocolates - BASKET OF CHEER 2.4lbs - online stock code 1X315-000002-1  UPC:76993305235    2. Lake Champlain chocolates - Tis the Season Gift Basket 1.5 lbs - online stock code 1x315-000003-1  UPC: 76993385408    3. Lake Champlain Chocolates - DARK CHOCOLATE GIFT BASKET 2.6lbs - online stock code 1Y315-000002-1  UPC: 76993305231    4. Lake Champlain chocolates-SIGNATURE GIFT BASKET 2.8lbs- online stock code 1Y315-000005-1  UPC:76993305232    5. Lake Champlain Chocolates - VT COUNTRY GIFT BASKET 1.2lbs-1Y315-000006-1  UPC:76993305233    6. Lake Champlain chocolates - THE CHOCOLATE TOWER 2.2lbs- online stock code 1Y315-000001-1  UPC: 76993305230,VT,0.0
"Gills Onions 4/5 LB CTN FRESH 3/8"" DICED RED ONIONS WITH ZIPPER",CA,0.0
"Ginger Snap Milk Chocolate, 2 oz wrapped",CA,0.0
"Gluten-Free Organic Mesa Sunrise Cereal USA, Nature's Path brand.  Shop Order # 127895. Product is Ready to eat breakfast cereal and shelf stable.  Packaged in poly film bag.  Each bag has a net Wt. 26.4 oz., each case has 6 bags.  Case UPC: 0 58449 77901 8.    The label is read in parts: ""***Gluten-Free***MESA SUNRISE REAL Crunchy Cereal *** CORN, FLAX, BUCKWHEAT, QUINOA & AMARANTH *** INGREDIENTS: Corn meal and/or yellow corn flour, cane sugar, flax seeds, buckwheat flour, quinoa, amaranth, sea salt, tocopherols (vitamin E) ***Produced in a facility that uses tree nuts, peanuts, and soy***"".",WA,0.0
"Good & Gather Banana Chocolate Chip Date & Nut Bars, UPC 0 85239-04216 8.  5-1.6 oz (45g) Bars.  Net Wt. 8oz (225g).  DIST BY:  Target Corporation, Minneapolis, MN  55403.",N/A,0.0
"Good & Gather Dried Sweetened Strawberries.  Net Wt 4 oz (113g).  UPC 085239-182840  No Sulfites Added.  No Artificial Flavors.  No Synthetic Colors.  Distributed by Target Corporation, Minneapolis, MN  55403",AZ,0.0
"Grande Bravo 300 Functional Whey Protein  SKU 32102.  34% Protein.   Grade A.  Pasteurized.  Net Wt 50 lbs.  Ingredients: Whey Protein Concentrate  Contains Milk.   Grande Custom Ingredients Group, 250 Camelot Drive, Fond du Lac, WI",WI,0.0
"Granny's Fudge Gorgeous Peanut Brittle, net wt. 5oz. or 8 oz, packed in a clear plastic container. No UPC.     Label declares ""***Ingredients: Sugar, peanuts, corn syrup, butter, vanilla, baking soda***Allergy Information: Mfg on same equipment that processes wheat, egg, peanut & tree nut.  May contain traces of soy, milk, peanuts & tree nuts***"".",OR,0.0
"Green Giant Fresh brand, Whole YELLOW Onions packaged in 2 lb. flexible mesh bags, UPC 60580600120-8. Green Giant Fresh brand, Whole YELLOW Onions packaged in 3 lb. flexible mesh bags, UPC 60580600123-9. Green Giant Fresh brand, Whole YELLOW Onions packaged in 5 lb. flexible mesh bags, UPC 60580600170-3.",ID,0.0
Green Life Farms Baby Arugula in 4.5 ounce plastic clamshell  packaging containers. 6 packages per case of 4.5oz each. Store in refrigerator.,FL,0.0
"Grindsted Creamer 2103 Stabilizer and Emulsifier System, 22. 68 kg / 50 lb bag",KS,0.0
"Grindsted Hi-Dress CDS 1880 Stabilizer and Emulsifier System, 22.68 kg / 50 lb bag",KS,0.0
"Grindsted SSD 5731 Non-GMO Stabilizer System, 22.68 kg / 50 lb bag",KS,0.0
"Grindsted Sweetlife CINN. Roll BAS Stabilizer & Emulsifier System, 22.68 kg/ 50 lb bag",KS,0.0
"H&NATURAL 2 PACK! BRAZIL SEED 30 PIECES, FOR 30 DAYS, 5 GRAMS PER BOX",AZ,0.0
"H&NATURAL 2 PACK! BRAZIL SEED 60 PIECES, PURE NATURAL SEMILLA DE BRASIL FOR 60 DAYS, 5 GRAMS PER BOX, 2 BLACK BOXES.",AZ,0.0
"HAVEN'S KITCHEN***GOLDEN TURMERIC TAHINI***NET WT 5oz (142g)***Ingredients: Water, Tahini, Extra Virgin Olive Oil, Roasted Garlic, Lemon Juice Concentrate, Date Paste, Sea Salt, Turmeric, Cumin, Ground Sumac (Sumac, Salt), White Pepper***",NY,0.0
Haiyue Food Nutritional Preserved Vegetable,NY,0.0
Halibut (fillets and portions) packed in 10-50 lb. corrugated cardboard or Styrofoam boxes,CA,0.0
"Healthprint Vitamin D3 5000 Dietary Supplement, 200 tablets, packaged in plastic bottle.",KS,0.0
HelloFresh Meal Kit Product Code 2-7-17-19-21-25-AB from Production Week 28 (production week start date: 07/07/2021),NY,0.0
"Herold's Salad - Shell Macaroni Salad packaged in 1lb, 2lb, and 5lb plastic containers",OH,0.0
Hi-T Level Up	Capsules 120ct Bottle UPC CODE,GA,0.0
Hill Country Fare Citrus Punch Drink 1 GAL CONT. NET. 3.78L Contains 0% Juice UPC 4122081863,TX,0.0
"Honey Caramels Blue Raspberry. Product available in 5.87 oz. bag, 1 lb. bag, 3 lb. bag, 6 lb. bag. PLU Code for 5.87 oz. bag: 788394 12675 8.",WY,0.0
"Honey Caramels Caramel Apple.  Net wt. 5.87 oz. PLU Code: 788394 12204 0.     Ingredients: Honey, butter (pasteurized cream & salt), cream, almonds, nonfat dry milk, whey, natural flavors, lecithin, algin & agar.",WY,0.0
"Hot Pepper in Soy Sauce distributed in un-labeled plastic containers 12oz. Containers were then labeled at H-mart, G-mart, or M2M retail store.",WA,0.0
"Huckleberry Chip, Full Tilt Ice Cream brand, packaged in 3 gallon tubs. No UPC.",WA,0.0
Huge Nutrition Enhance Capsules 240ct Bottle UPC CODE 7 28614 77810 7,GA,0.0
"Hungry Root Dairy free  Garlic Parm  sauce, Packaged in 9 oz. polypropylene dip containers with lidding film and lid, packed in 24 count master cases. Distributed by Hungry Root Inc. NY, NY 10003",CO,0.0
"Hy-Vee Chopped Kit Chipotle Cheddar Salad 11.4 oz., UPC 075450246728, Green & red cabbage & green onions",FL,0.0
"ISH Shrimpish Sample Meal Kit: ( Sample Meal Kit ) a package containing two ISH Foods plant-based Shrimpish products and several additional meal components.  Each kit is shipped frozen, using styrofoam and dry ice. Affected components: ¿	Broth   Plastic jar with lid ¿	XO Sauce   Plastic Jar with lid ¿	Rice Mushroom Grits   sealed plastic bag ¿	Breaded Shrimpish Sauce (previously referred to as Mississippi Comeback Sauce)   Plastic Jar with Lid",DE,0.0
"ISOMORPH 28 PURE WHEY iSOLATE COOKIES N CREAM DIETARY SUPPLEMENT  NET WT. 2lb, UPC 6 49241 89836 8 & 5lb, UPC 6 49241 87832 5 jugs Manufactured By: APS Distribution, Inc. 6015-B Unity Drive Norcross, GA 30071",GA,0.0
"In Reach , Sausage Egg & Cheese Croissant, Net . Wt. 6.5 Oz. Single Serving, Mylar Wrap, Keep refrigerated",MD,80.0
"IncredibleStoneCrab, Mustard Sauce, 8 oz. plastic container, Distributed by: IncredibleStoneCrab,",FL,0.0
"Iron Drops (UPC 729609000098) liquid Dietary Supplement, 1 oz/30 mL amber glass bottle packaged in an individual product carton that includes a 1 mL oral syringe dispenser.",AZ,0.0
"Italian Style Tomato Paste in a 6 oz. (170g) metal can    Cases size varies - 12, 24 or 28 count.    Packaged under brand names of:  Kroger, Signature Select, Harris Teeter, Food Club, Essential Everyday, Raleys, Fareway.",CA,0.0
"Item # 407034, Don Pancho Fiesta 3 Pack Everything Sauce.  Each pack consists of Cilantro Lime Crema, Baja-Style Crema, Chipotle Crema. 3/12oz glass bottles per pack,  6 packs per case. UPC on 3-pack box: 0 71117 00741 1.",OR,0.0
"Item # 721-1000, Krusteaz Belgian Waffle Mix.  Product is shelf stable and packaged in a box. net wt. 28 oz., UPC 0 41449 00186 9.",WA,0.0
"Item 83976 Pico De Gallo Salsa Mild, Refrigerated, net wt.	16 OZ, packaged in Plastic Container.",WA,0.0
"Item SP204, Sprouts Organic Hash Browns Shredded Potatoes, 16 oz. bag, 12/16 oz. bags per case.  Product contains Organic Potatoes and is frozen and it's not ready to eat and labeled with cooking instructions.  Manufactured For Sprouts Farmers Market Phoenix, Arizona 85054.  UPC 6 46670 51111 0.   Item TG124, True Goodness by Meijer Organic Hash Brown Shredded Potatoes. 16 oz. bag, 12/16 oz. bags per case. Product contains Organic Potatoes and is frozen and it's not ready to eat and labeled with cooking instructions.  Distributed by Meijer Distribution, Inc.	 Grand Rapids, MI 49544. UPC 7 13733 14355 4.",WA,0.0
"Ito-Shoten Seasoned Mushroom 200g/7.06 oz. Product of Japan Distributed by Mitsuwa Corporation Torrance, CA 90501",CA,0.0
JIF 33.5 OUNCE NO ADDED SUGAR CREAMY PEANUT BUTTER,OH,0.0
JIF 40 OUNCE CRUNCHY PEANUT BUTTER,OH,0.0
JIF 40 OUNCE NATURAL HONEY,OH,0.0
JIF 454 GRAM REDUCED FAT CREAMY PEANUT BUTTER MEXICO,OH,0.0
JIF NATURAL PEANUT BUTTER  packaged in 0.64oz and 96 count,OH,0.0
JIF NO ADDED SUGAR PEANUT BUTTER packaged in 15.5oz and 46.5oz,OH,0.0
"JUST Egg Inspired by Japan Portobello, Mushrooms, Sweet Potatos, Furikake, Soy 4 Sous Vide Plant Egg Bites NET WT8.4OZ (238g). UPC: 0504402523, Expiration dates 3/5/2022, 3/31/2022, and 4/9/2022.16 cartons per corrugated case, Carton GTIN 7 05044 02523 0, Case Bar Code 10 750 440 25237",VA,0.0
John Nagle Steelhead Fillets; 1/3 lb; Iceland; N44515; Habrun ehf; Packaging date: 29 10 2020,MA,0.0
"Jose Madrid Salsa - Strawberry Mild Salsa   13oz glass jars, 12 jars per case",OH,0.0
"Joy's Gourmet Blast Off! Bloody Mary Mix, Net Wt. 24 Oz",FL,0.0
"KEN'S STEAKHOUSE DRESSING ASIAN SESAME DRESSING 4/1gallon Plastic container Ken's Foods Inc Marlborough, MA 01752 MUST BE REFRIGERATED",GA,0.0
Kaiser Mild Banana Pepper Rings 1/4  KK in 1 gallon plastic bottles (4 gallons per case).,OH,0.0
Kajitani food cigar fry  110g UPC: 4901332108289,CA,0.0
"Kalona Supernatural Organic Half & Half, Manufactured in Iowa for Kalona Organics, LLC. Kalona IA in 16 FL OZ (UPC 8-81245-12516-7, 8 bottles per case) and 32 FL OZ (UPC 8-81245-12532-7, 6 bottles per case)",IA,0.0
Kareem Chef Halva 1lb and 2lb sizes in plastic tub,MI,0.0
"KeVita Cucumber Rosemary (primary package), 15.2 oz., glass bottles, 6 packages per case, refrigerated storage",FL,0.0
Keats London Vegan Irish Cream Truffles  in a 4.93-ounce round blue plastic package.,MA,0.0
Keto Living Sugar Control,NY,0.0
King Arthur All Purpose Flour 25# bags,IL,0.0
Kingdom Creamery of Vermont 5% Maple Soft Serve Mix,VT,0.0
Klein s Cookies and Cream Bulk  Packaged in a 3 gallon paper drum.,PA,0.0
Kool-Aid cherry drink mix powder   19 oz. UPC 043000953532   19 oz. UPC 043000034163   63 oz. UPC 043000082201,IL,0.0
"Korean Sushi, net wt. 12 oz. UPC 0 72148 48043 3.    The label is read in parts: ""***KOREAN SUSHI ***Ingredients: Rice, Seaweed, Water, Salt, Eggs, Sesame Oil, Spinach, Carrot, Yellow Radish, and Sesame Seed. *** Han Yang Oriental Food Mfg. 3819 94th St. SW, Tacoma, WA 98499 (253) 588-7303***"".",WA,0.0
"Krispy Kreme DOUGHNUT Bites ORIGINAL GLAZED 5 1.6 OZ (45g) POUCHES NET WT. 8 OZ (227g) Manufactured under the authority of Krispy Kreme Doughnut Corporation Winston-Salem, NC 27102  UPC 0 72470 00320 1",NC,0.0
"La Sonorense Tortilla Factory, Flour Burrito Size, One Dozen, NET WT. 1 lb. 6 oz. (22 oz.)",AZ,0.0
"Lancaster Squash Planks, 21 Ounces, in a PET Clamshell, UPC 8 13055 01272 6",MD,0.0
"Large Mild Salsa, NET WT, 13 OZ (368g), Dist. By: Renaissance Food Group LLC 4322 Moreland Ave. Conley, GA 30288, UPC, 8 26766 19089 ?",GA,0.0
Le Croissant Turkey & Cheddar Net Wt. 5.5oz (156g) UPC:766375261629 Packaged in clamshell container. Sold as single unit and 6-unit pack under Food Unlimited brand,MD,0.0
Lebenswert Anfangsmilch Stage 1 Organic Infant Milk Formula,NV,0.0
"Lindt Excellence 85% Cocoa Dark Chocolate Bars, 3.5 oz.(100g)",NH,0.0
Lipodrene With 25mg Ephedra Extract 100CT UPC 8 57084 00056 9,GA,0.0
"Little Bear Fresh Kale, Net Wt. 16oz",NJ,0.0
Little Salad Bar 10.65 oz. Chopped Caesar Kit  UPC: 4099100263923  SKU: 3411,CA,0.0
"Little Salad Bar Garden, 12 oz, UPC 4099100082975, Iceberg lettuce, carrots & red cabbage",FL,0.0
"Livia One Organic Daily Topical Spray Probiotics;   4 oz. (120 ml)  UPC: 0 30915 10710 5     Recommended use: Topical: Spray affected area 2-5 times daily as needed.     Ingredients: Proprietary probiotic blend in an enzyme enriched substrate:  Lactobacillus-Acidophilus, L. Rhamnosus, L-Salivarius, L. Casei, L-Plantarum, Lactococcus-Lactis, Streptocuccus-Thermophilus, Bifidobacterium-Bifidum, B-Lactus, B-Infantis, B-Breve, B-Longum.  Made with water and a proprietary blend of three organic grasses    Livia Global Inc., Visalia, CA.",CA,0.0
"Living Free Nerve & Muscle Plus Cetyl-Myristoleate Herbal and Glandular Supplement, 180 and 500 capsules per bottles.  Product is packed in white, HDPE plastic bottles with threaded HDPE lids.      Label is read in parts: ""***Living Free Nerve & Muscle Plus Cetyl-Myristoleate *** Herbal and Glandular Supplement***Formulated by Beatrice Lydecker ***Manufactured by Bea Lydecker's Naturals Oregon City, OR***"".",OR,0.0
